objectid,NTA,Neighborhood,Borough,Postcode,Restaurant Name,Business Address,Bulding Number,Street,globalid,Seating Interest (Sidewalk/Roadway/Both),Legal Business Name,Doing Business As (DBA),Food Service Establishment Permit #,Sidewalk Dimensions (Length),Sidewalk Dimensions (Width),Sidewalk Dimensions (Area),Roadway Dimensions (Length),Roadway Dimensions (Width),Roadway Dimensions (Area),Approved for Sidewalk Seating,Approved for Roadway Seating,Qualify Alcohol,SLA Serial Number,SLA License Type,Landmark District or Building,landmarkDistrict_terms,healthCompliance_terms,Time of Submission,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,Zip Code,Neighborhood 2
2316,Prospect Lefferts Gardens-Wingate,Prospect Lefferts Gardens-Wingate,Brooklyn,11225,Glou,"406 Rogers Ave, Brooklyn, NY",1901-02-09T00:00:00.000,Rogers Ave,{db628a7a-2af0-4bdc-8ade-199676be96cd},sidewalk,Glou NYC INC,Glou NYC INC,50084346,48,8,384,,,,yes,no,yes,1324989,RW,yes,yes,yes,6/20/2020,40.662829,-73.953784,309,40,327,3034974,3013190046,,
2478,Prospect Lefferts Gardens-Wingate,Prospect Lefferts Gardens-Wingate,Brooklyn,11225,HasenStuble,"1184 Nostrand Ave, Brooklyn, NY",1903-03-29T00:00:00.000,Nostrand Ave,{aedf8e06-baf6-4143-8e7c-06c67359ddd9},both,Kuddelmuddel Corp,HasenStuble,50100165,23,10,230,70,8,560,yes,yes,yes,1319802,OP,no,,yes,6/20/2020,40.658436,-73.950399,309,40,802,3115617,3050440041,,
2622,Prospect Lefferts Gardens-Wingate,Prospect Lefferts Gardens-Wingate,Brooklyn,11225,Edie Jo's,"630 Flatbush Avenue, Brooklyn, NY",1901-09-21T00:00:00.000,Flatbush Avenue,{e98c531a-a25c-4520-8386-9e100281a1c6},sidewalk,Edie Jo's,Edie Jo's,50095010,50,4,200,,,,yes,no,yes,1308964,OP,no,,yes,6/20/2020,40.657904,-73.960401,309,40,79802,3114633,3050260185,,
2678,Prospect Lefferts Gardens-Wingate,Prospect Lefferts Gardens-Wingate,Brooklyn,11225,Erv's on Beekman,"2122  Beekman Place, Brooklyn, NY",1905-10-22T00:00:00.000,Beekman Place,{58bef4b0-36e1-4cb4-868b-4190dad7e1c2},both,2122 Beekman Bar LLC,Erv's on Beekman,50013910,40,6,240,40,8,320,yes,yes,yes,1278172,OP,no,,yes,6/20/2020,40.66001,-73.960825,309,40,79802,3114599,3050260095,,
3797,Prospect Lefferts Gardens-Wingate,Prospect Lefferts Gardens-Wingate,Brooklyn,11226,Melany Restaurant,"785 Flatbush Ave, Brooklyn, NY",1902-02-23T00:00:00.000,Flatbush Ave,{bab6a188-2c2d-4fce-812a-b756cb874c20},sidewalk,Melany Restaurant,Melany Restaurant,41374276,81,16,1296,,,,yes,no,yes,1284993,OP,no,,yes,6/22/2020,40.653479,-73.959423,314,40,79602,3328176,3050830017,,
3886,Prospect Lefferts Gardens-Wingate,Prospect Lefferts Gardens-Wingate,Brooklyn,11225,Veggies Cafe,"1209 Nostrand Ave, Brooklyn, NY",1903-04-23T00:00:00.000,Nostrand Ave,{fca26063-d5b4-4980-8306-98942eeff730},both,Lidahic Corp,Veggies Natural Juice Bar & Cafe,50082412,18,16,288,18,16,288,yes,yes,no,,,no,,yes,6/22/2020,40.657683,-73.950299,309,40,804,3107397,3048190009,,
3934,Prospect Lefferts Gardens-Wingate,Prospect Lefferts Gardens-Wingate,Brooklyn,11225,Camillo,"1146 Nostrand Ave, Brooklyn, NY",1903-02-19T00:00:00.000,Nostrand Ave,{c024f608-6f0d-489d-837a-9458002c83d8},sidewalk,MiMiRoc LLC,Camillo,50068014,15,15,225,,,,yes,no,yes,1301455,OP,no,,yes,6/22/2020,40.659613,-73.950524,309,40,800,3115258,3050360046,,
4172,Prospect Lefferts Gardens-Wingate,Prospect Lefferts Gardens-Wingate,Brooklyn,11225,Gold Room BK,"429  Rogers Avenue, Brooklyn, NY",1901-03-04T00:00:00.000,Rogers Avenue,{966C3603-7A8E-44CC-8435-55B1241126D5},both,Gold Room BK LLC,Gold Room BK LLC,50086829,37,14,518,27,8,216,yes,yes,yes,1309689,OP,no,,yes,6/23/2020,40.662057,-73.953676,309,40,800,3035332,3013290007,,
6273,Prospect Lefferts Gardens-Wingate,Prospect Lefferts Gardens-Wingate,Brooklyn,11225,Antojitos del Patron Mexican Snacks,"52 Lincoln Rd., Brooklyn, NY",52,Lincoln Rd.,{3CAA84ED-3865-46D4-8795-8346D675E293},sidewalk,Isaiah 45 Corp,Antojitos del Patron Mexican Snacks,50101770,12,10,120,,,,yes,no,yes,1325976,OP,no,,yes,6/29/2020,40.66083,-73.96116,309,40,79802,3114594,3050260065,,
6274,Prospect Lefferts Gardens-Wingate,Prospect Lefferts Gardens-Wingate,Brooklyn,11225,Antojitos del Patron Mexican Snacks,"52 Lincoln rd., Brooklyn, NY",52,Lincoln rd.,{1D475CF0-7FFB-42CD-8FB8-BE9AC9E42133},sidewalk,Isaiah 45 Corp,Oaxaca Hells Kitchen,50101770,12,10,120,,,,yes,no,yes,1325976,OP,no,,yes,6/29/2020,40.66083,-73.96116,309,40,79802,3114594,3050260065,,
6284,Prospect Lefferts Gardens-Wingate,Prospect Lefferts Gardens-Wingate,Brooklyn,11225,Taqueria El Patron Mexican Grill,"51 Lincoln road, Brooklyn, NY",51,Lincoln road,{0EDA154F-731E-48B0-862D-9DF7057547E0},sidewalk,"Cup Cake by Brenda Grill, Corp",Oaxaca Hells Kitchen,50034573,10,9,90,,,,yes,no,yes,1294025,OP,no,,yes,6/29/2020,40.66085,-73.961152,309,40,327,3114573,3050240067,,
6290,Prospect Lefferts Gardens-Wingate,Prospect Lefferts Gardens-Wingate,Brooklyn,11225,Ix Restaurant,"43 Lincoln Rd, Brooklyn, NY",43,Lincoln Rd,{C1642804-5B12-48C2-81A7-F1773BC93082},sidewalk,"Esther Hadassa, Corp.",Oaxaca Hells Kitchen,50055495,25,9,225,,,,yes,no,yes,1311063,RW,no,,yes,6/29/2020,40.660811,-73.96134,309,40,327,3114573,3050240067,,
4102,Rugby-Remsen Village,Rugby-Remsen Village,Brooklyn,11203,J A JAM DOWN CARRIBEAN RESTAURANT,"5223  AVENUE .D , Brooklyn, NY",1914-04-19T00:00:00.000,AVENUE .D,{55938423-7042-49e0-8da8-17b011a08138},sidewalk,J A JAM DOWN CARIBBEAN RESTAURANT,J A JAM DOWN CARIBBEAN RESTAURANT,50088239,16,7,112,,,,yes,no,no,,,no,,yes,6/22/2020,40.642281,-73.927119,317,45,846,3105867,3047730041,,
5172,Rugby-Remsen Village,Rugby-Remsen Village,Brooklyn,11203,FOOTPRINTS CAFE INC.,"5814 CLARENDON ROAD, Brooklyn, NY",1915-12-01T00:00:00.000,CLARENDON ROAD,{437D9D20-9705-46C7-8283-B58DED0168D1},both,FOOTPRINTS CAFE INC.,FOOTPRINTS CAFE INC.,40765947,83,21,1743,83,8,664,yes,yes,yes,1105133,OP,no,,yes,6/24/2020,40.644956,-73.921123,317,45,946,3221966,3079160047,,
292,Seagate-Coney Island,Seagate-Coney Island,Brooklyn,11214,Parkview Diner,"2939 Cropsey Avenue, Brooklyn, NY",2939,Cropsey Avenue,9612395b-3f47-40e5-8572-a17c28ebb4ea,sidewalk,Z Restaurant Diner and Lounge Inc,Parkview Diner,50014973,60,40,2400,,,,yes,no,yes,1282775,OP,no,,yes,6/19/2020,40.583455,-73.986467,313,47,348,3187936,3069510016,,
2560,Seagate-Coney Island,Seagate-Coney Island,Brooklyn,11224,rubys,"1213  boardwalk, Brooklyn, NY",1903-04-27T00:00:00.000,boardwalk,{401df4db-4752-416a-8f65-ed5082974ed5},both,jalfa foods inc,rubys,453688874,60,24,1440,75,24,1800,yes,yes,no,,,no,,yes,6/20/2020,40.573147,-73.980026,313,47,352,3245146,3086950085,,
5176,Seagate-Coney Island,Seagate-Coney Island,Brooklyn,11224,"FOOTPRINTS CAFE SOUTH, INC.","1521  SURF AVENUE, Brooklyn, NY",1904-02-29T00:00:00.000,SURF AVENUE,{B049BCAE-B3A3-44AE-8833-FA575D983F8C},both,"FOOTPRINTS CAFE SOUTH, INC.","FOOTPRINTS CAFE SOUTH, INC.",41094080,24,23,552,24,8,192,yes,yes,yes,1158506,OP,no,,yes,6/24/2020,40.575467,-73.98302,313,47,348,3189600,3070630034,,
32,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Arbuz Cafe,"1706  Sheepshead Bay Rd, Brooklyn, NY",1706,Sheepshead Bay Rd,ae5914d4-6080-4144-8634-98ca22b215de,sidewalk,Arbuz Cafe NY inc.,Arbuz Cafe NY inc.,50047431,14,14,196,,,,yes,no,no,,,no,,yes,6/19/2020,40.585724,-73.951767,315,48,606,3343289,3087700009,,
148,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Bassett Pickle Works Inc,"1404  Avenue X, Brooklyn, NY",1404,Avenue X,fa83a87e-682a-4685-8952-b9f77f00cefc,sidewalk,Bassett Pickle Works Inc.,Bassett PBassett Caterers,40597923,54,4,216,,,,yes,no,no,,,no,,yes,6/19/2020,40.592113,-73.955907,315,48,590,3202966,3074160001,,
413,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Wheeler’s,"1705 sheepshead bay road, Brooklyn, NY",1705,sheepshead bay road,4cb3fa3b-20b7-4895-8116-17797de22232,both,1705 wheeler’s Ltd,Wheeler’s,40400209,14,26,364,6,26,156,yes,yes,yes,1012522,OP,no,,yes,6/19/2020,40.585751,-73.951756,315,48,600,3247050,3087720104,,
531,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,2255 Emmons Cafe Lounge,"2255 Emmons Avenue, Brooklyn, NY",2255,Emmons Avenue,32cea974-b470-4148-8f03-8633eb147980,sidewalk,2255 Emmons Cafe Lounge,Opera Cafe Lounge,41658283,100,40,4000,,,,yes,no,yes,1261974,RW,no,,yes,6/19/2020,40.58369,-73.944691,315,48,608,3342943,3087830064,,
868,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Tabu,"2205 Avenue X, Brooklyn, NY",2205,Avenue X,7eb65f7a-c365-46a6-894a-c22627a6a47c,both,Marfa Cafe inc,Marfa Cafe inc,FA0212129,9,12,108,8,12,96,yes,yes,yes,1239287,OP,no,,yes,6/19/2020,40.592996,-73.948028,315,48,59401,3202249,3074050232,,
873,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,TETE-A-TETE,"2601 EAST 14TH STREET, Brooklyn, NY",2601,EAST 14TH STREET,000fbaa0-371d-4989-8387-54c95c3d4c71,both,PRESTIGE DISTRIBUTION INC.,TETE-A-TETE,50075575,68,33,2244,0,0,0,yes,yes,yes,1190354,OP,no,,yes,6/19/2020,40.587836,-73.955247,315,48,606,3389066,3074590001,,
1073,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Wise Bar & Grill,"35  Neptune ave , Brooklyn, NY",35,Neptune ave,071f5461-f8ff-426a-8ba2-c5f904e8f3e5,both,Wise Bar & Grill LLC,Wise Bar & Grill LLC,FA0225077,50,8,400,35,8,280,yes,yes,yes,1315516,OP,no,,yes,6/19/2020,40.582865,-73.955466,315,48,608,3246950,3087650046,,
1143,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Masal Cafe & Lounge,"1901 Emmons Avenue, Brooklyn, NY",1901,Emmons Avenue,fbdd8d62-f4e6-4aad-8269-92fa9064362d,sidewalk,Mercy Bakery Cafe LLC,Mercy Bakery Cafe LLC,719309,720,50,36000,,,,yes,no,no,,,yes,yes,yes,6/19/2020,40.583565,-73.949432,315,48,608,3326914,3087750041,,
1521,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Baku Palace,"2001 Emmons Ave, Brooklyn, NY",2001,Emmons Ave,15399b3b-3c1c-4076-8e80-a70fe42d5ced,sidewalk,"MSR Baku International, INC",Baku Palace,40928943,51,8,408,,,,yes,no,yes,1117656,OP,no,,yes,6/19/2020,40.583691,-73.948104,315,48,608,3247095,3087780052,,
1573,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Patrizias of sheepshead bay,"1901 Emmons avenue, Brooklyn, NY",1901,Emmons avenue,cdde26f4-e0e7-4e7e-85d1-32a3964a9b42,sidewalk,Cipura inc,Cipura inc,50040510,91,13,1183,,,,yes,no,yes,1274351,OP,yes,yes,yes,6/19/2020,40.583565,-73.949432,315,48,608,3326914,3087750041,,
2196,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Hot Potato House,"109 Oriental Blvd, Brooklyn, NY",1900-04-18T00:00:00.000,Oriental Blvd,{32ac2d7b-2d3d-4261-8df2-7ccfbfda5ff1},both,"Happy Chef, Inc.",Hot Potato House,50044578,18,6,108,30,18,540,yes,yes,no,,,no,,yes,6/20/2020,40.576924,-73.952573,315,48,620,3245980,3087320007,,
2264,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Coffee Spot Cafe,"1617 Jerome Avenue, Brooklyn, NY",1904-06-04T00:00:00.000,Jerome Avenue,{307599e1-adcd-4f2a-85f0-9dfc5de16a74},both,Coffee Spot Cafe Inc.,Coffee Spot Cafe Inc.,41417952,12,5,60,45,14,630,yes,yes,no,,,no,,yes,6/20/2020,40.587215,-73.95263,315,48,606,3204958,3074600081,,
2347,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Randazzo’s Clambar,"2017 Emmons ave, Brooklyn, NY",1905-07-09T00:00:00.000,Emmons ave,{12c0cb5c-aa8b-4d52-8d1f-cf9b0eb62791},sidewalk,Randazzo’s Clambar of NY Inc.,Randazzo’s Clambar of NY Inc.,40803773,25,7,175,,,,yes,no,yes,1108671,RW,no,,yes,6/20/2020,40.58371,-73.947628,315,48,608,3326916,3087780032,,
2412,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Liman Restaurant,"2710 Emmons Avenue, Brooklyn, NY",1907-06-02T00:00:00.000,Emmons Avenue,{5c540739-8bfa-4798-8e7c-de84c3719d21},sidewalk,Liman Restaurant Inc.,Liman Restaurant,41009364,24,8,192,,,,yes,no,yes,1150412,OP,no,,yes,6/20/2020,40.583798,-73.941306,315,48,622,3326909,3088150001,,
2539,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Amgp restaurant Corp,"2003 Emmons avenue, Brooklyn, NY",1905-06-25T00:00:00.000,Emmons avenue,{ed5878d8-7c4a-45f9-8b55-a6da9ac9a7fb},both,Amgp restaurant Corp,Yiasou Restaurant,41092840,60,18,1080,60,8,480,yes,yes,yes,1159124,OP,no,,yes,6/20/2020,40.583694,-73.948042,315,48,608,3247095,3087780052,,
2545,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Next Door restaurant,"2005 Emmons avenue, Brooklyn, NY",1905-06-27T00:00:00.000,Emmons avenue,{7df09bd2-1e5f-4002-8791-d26d680bcb28},both,Amgp Restaurant Corp,Next Door Restaurant,41092840,60,18,1080,60,8,480,yes,yes,yes,1284835,OP,no,,yes,6/20/2020,40.583697,-73.947985,315,48,608,3247095,3087780052,,
2627,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,soupnburger,"1825  emmons ave, Brooklyn, NY",1904-12-29T00:00:00.000,emmons ave,{13914166-bfaf-4ecb-86f3-9be53bec52df},sidewalk,soupnburger,soupnburger,50069064,50,50,2500,,,,yes,no,yes,1302391,OP,no,,yes,6/20/2020,40.583486,-73.950138,315,48,608,3247051,3087737501,,
2712,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Tap Beer,"1781 Sheepshead Bay Road, Brooklyn, NY",1904-11-15T00:00:00.000,Sheepshead Bay Road,{1310113b-a6ce-4745-8c2c-8b331822e725},roadway,BeerBerry Corp.,BeerBerry Corp.,50071125,,,,160,6,960,no,yes,yes,1299991,MR,no,,yes,6/20/2020,40.584178,-73.950792,315,48,608,3247051,3087737501,,
3155,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,2204 Elias Corp,"2204  Avenue X, Brooklyn, NY",1906-01-12T00:00:00.000,Avenue X,{6fe49e22-80af-43f9-83f4-8e792485fcef},both,2204 Elias Corp,Zamaan,50044507,16,18,288,16,8,128,yes,yes,yes,1290166,OP,no,,yes,6/21/2020,40.59298,-73.948024,315,48,59401,3203263,3074220302,,
3167,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Signature Falada,"2007-2011 Emmons ave, Brooklyn, NY",2007-2011,Emmons ave,{3bf1dcbe-1bb8-4d78-8b03-eadb62dbd581},roadway,Good Vision Taste Inc,Good Vision Taste Inc,50001013,,,,45,8,360,no,yes,yes,1272225,OP,no,,yes,6/21/2020,40.583699,-73.947924,315,48,608,3326915,3087780032,,
3254,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11229,Anthony’s place,"2812  Ocean ave, Brooklyn, NY",1907-09-12T00:00:00.000,Ocean ave,{e4ee1b12-d0d7-4146-863e-df7fa8339f40},both,Anthony’s place,Anthony’s place,50051049,14,4,56,60,8,480,yes,yes,yes,1013172,RW,no,,yes,6/22/2020,40.593071,-73.950224,315,48,592,3202134,3074040044,,
3368,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,"Sheepshead Apple, LLC","2505 Emmons Ave, Brooklyn, NY",1906-11-09T00:00:00.000,Emmons Ave,{9488a004-079d-43c6-8d45-13a68851a4bd},sidewalk,"Sheepshead Apple, LLC",Applebee's Neighborhood Grill & Bar,40885643,122,18,2196,,,,yes,no,yes,1126825,OP,no,,yes,6/22/2020,40.58367,-73.94338,315,48,608,3247282,3087880061,,
3522,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,kourosbay diner,"3861  nostrand ave, Brooklyn, NY",1910-07-27T00:00:00.000,nostrand ave,{da8206eb-3ef4-4075-89ad-754a57410a36},sidewalk,kouros rest corp,kouros rest corp,41343921,30,14,420,,,,yes,no,yes,1209128,OP,no,,yes,6/22/2020,40.589885,-73.939846,315,48,596,3204766,3074460001,,
3547,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11229,The Gather Inn Again,"2718 Gerritsen Avenue, Brooklyn, NY",1907-06-10T00:00:00.000,Gerritsen Avenue,{4e69870a-c7f6-4b60-805d-069a2d077d3e},sidewalk,"The Gather Inn Again, Inc","The Gather Inn Again, Inc",41654846,30,6,180,,,,yes,no,yes,1261316,OP,no,,yes,6/22/2020,40.592824,-73.925128,315,46,628,3249800,3089250182,,
3816,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,DESSERT PALACE BOSE INC,"2267 EMMONS AVE, Brooklyn, NY",1906-03-16T00:00:00.000,EMMONS AVE,{a08fee10-7034-472b-8679-db16bdeacc85},both,DESSERT PALACE BOSE INC,DESSERT PALACE,50010941,58,15,870,28,15,420,yes,yes,yes,1279813,OP,no,,yes,6/22/2020,40.583684,-73.944514,315,48,608,3342943,3087830064,,
3838,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,DESSERT PALACE BOSE INC,"2267 EMMONS AVE, Brooklyn, NY",1906-03-16T00:00:00.000,EMMONS AVE,{4524aac7-56d7-491c-8eee-6e844a75a919},roadway,DESSERT PALACE BOSE INC,DESSERT PALACE BOSE,50010941,,,,32,8,256,no,yes,yes,1279813,OP,no,,yes,6/22/2020,40.583684,-73.944514,315,48,608,3342943,3087830064,,
4507,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Masal Cafe & Lounge,"1901 Emmons Avenue, Brooklyn, NY",1901,Emmons Avenue,{9E69C497-DC9F-42E2-8554-B26FCAB20C8A},roadway,Mercy Bakery Cafe LLC,Mercy Bakery Cafe LLC,719309,,,,84,8,672,no,yes,no,,,yes,yes,yes,6/23/2020,40.583565,-73.949432,315,48,608,3326914,3087750041,,
4547,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Belarussian Xata Restaurant,"1655 Sheepshead Bay Rd, Brooklyn, NY",1655,Sheepshead Bay Rd,{B15E50D0-BDAC-48BC-8E77-D99D40530983},roadway,Belarusian House Corp,Belarussian Xata Restaurant,50065121,,,,20,8,160,no,yes,yes,1302155,OP,no,,yes,6/23/2020,40.586537,-73.95235,315,48,600,3204998,3074620054,,
4814,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,"Sheepshead Apple, LLC","2505 Emmons Ave, Brooklyn, NY",2505,Emmons Ave,{7B56C2C2-0BAD-41DD-8111-65E5D4D8D4F5},both,"Sheepshead Apple, LLC",Applebee's Neighborhood Grill & Bar,40885643,122,6,732,122,8,976,yes,yes,yes,1126825,OP,no,,yes,6/24/2020,40.58367,-73.94338,315,48,608,3247282,3087880061,,
4824,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Belarussian Xata Restaurant,"1655  Sheepshead Bay Rd, Brooklyn, NY",1655,Sheepshead Bay Rd,{8C81EAD0-D245-40B7-8B56-7109E4947E9A},both,Belarusian House Corp,Belarussian Xata,50065121,20,4,80,20,8,160,yes,yes,yes,1302155,OP,no,,yes,6/24/2020,40.586537,-73.95235,315,48,600,3204998,3074620054,,
5009,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,CATS ON THE BAY,"2027 EMMONS AVE, Brooklyn, NY",1905-07-19T00:00:00.000,EMMONS AVE,{CDD58C47-AE5C-4599-85B3-6F4C7361AA31},both,"CATS ON THE BAY ,INC",CATS  BY EMMOCEAN,50002550,50,10,500,50,6,300,yes,yes,yes,1272480,OP,no,,yes,6/24/2020,40.583726,-73.947232,315,48,608,3392752,3087790053,,
5031,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Chikurin,"1702 Ave Z, Brooklyn, NY",1904-08-28T00:00:00.000,Ave Z,{6A45FE84-FE0E-4BED-8F73-9A9620FEF403},sidewalk,Chikurin 236 LLC,Chikurin,41655200,87,10,870,,,,yes,no,yes,1261858,OP,no,,yes,6/24/2020,40.588181,-73.952295,315,48,600,3204968,3074627502,,
5163,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Cafe Dushanbe,"1788  Sheepshead bay rd, Brooklyn, NY",1904-11-22T00:00:00.000,Sheepshead bay rd,{81DACE4F-A497-4C8A-8CD2-C3B11CBAFC22},both,Cafe Dushanbe inc,Cafe Dushanbe inc,50032787,20,6,120,20,6,120,yes,yes,no,,,no,,yes,6/24/2020,40.584101,-73.950771,315,48,608,3247020,3087710124,,
5691,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11229,2716 Gerritsen Avenue,"2716  Gerritsen Avenue, Brooklyn, NY",1907-06-08T00:00:00.000,Gerritsen Avenue,{ACE93235-4665-48CE-81B2-08E4BDB8FBE7},sidewalk,2716 S & K Corp,2716 S & K Corp,50057543,12,6,72,,,,yes,no,no,,,no,,yes,6/26/2020,40.592849,-73.925153,315,46,628,3249801,3089250183,,
5754,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Vanka Cafe,"3810 Nostrand Ave., Brooklyn, NY",1910-06-06T00:00:00.000,Nostrand Ave.,{7304938A-298E-4906-8739-220A2C2A65FB},both,Ashurov Inc.,Vanka-Vstanka Cafe,41275015,18,4,72,18,8,144,yes,yes,yes,1251904,OP,no,,yes,6/26/2020,40.590824,-73.940047,315,48,596,3327490,3074450001,,
5760,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Vanka Cafe,"3810 Nostrand Ave., Brooklyn, NY",1910-06-06T00:00:00.000,Nostrand Ave.,{5504321C-5C8B-4E51-89DD-BB26A2C9CAF1},both,Ashurov Inc.,Vanka-Vstanka Cafe,41275015,18,6,108,18,8,144,yes,yes,yes,1251904,OP,no,,yes,6/26/2020,40.590824,-73.940047,315,48,596,3327490,3074450001,,
5763,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,ROCCA CAFE LOUNGE,"2712 EMMONS AVE, Brooklyn, NY",1907-06-04T00:00:00.000,EMMONS AVE,{8CD8CAF8-D9B2-4509-8254-04DA406B0A6A},sidewalk,4 NY INC.,ROCCA CAFE LOUNGE,50056505,62,50,3100,,,,yes,no,yes,1312573,OP,no,,yes,6/26/2020,40.583798,-73.941296,315,48,622,3248023,3088150005,,
6071,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,11235,Seaport Buffet,"2027 Emmons Ave, Brooklyn, NY",1905-07-19T00:00:00.000,Emmons Ave,{07EB0935-53C1-4D80-8054-D602CDF3EB53},both,"Grand seaport Buffee, inc","Grand seaport Buffee, inc",50102671,85,15,1275,80,8,640,yes,yes,no,,,no,,yes,6/27/2020,40.583726,-73.947232,315,48,608,3392752,3087790053,,
